Username,Review Text,Likes,Date,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data,Sentiment
@dancefloor9,Tapi emng cantik sih avatarnya anying,0,2025-07-02T15:25:19Z,Tapi emng cantik sih avatarnya anying,tapi emng cantik sih avatarnya anying,tapi memang cantik sih avatarnya anying,"['tapi', 'memang', 'cantik', 'sih', 'avatarnya', 'anying']","['cantik', 'sih', 'avatarnya', 'anying']",cantik sih avatarnya anying,Netral
@RinRoya,Nama avatarnya apa kalau di search di marketplace🫣,2,2025-07-02T15:11:51Z,Nama avatarnya apa kalau di search di marketplace,nama avatarnya apa kalau di search di marketplace,nama avatarnya apa kalau di search di marketplace,"['nama', 'avatarnya', 'apa', 'kalau', 'di', 'search', 'di', 'marketplace']","['nama', 'avatarnya', 'search', 'marketplace']",nama avatarnya search marketplace,Netral
@indo_1125,"S*nge sama Fanart nya masih mending, nah ini sama char nya langsung 🥀🥀 brick by brick head ahh",0,2025-07-02T14:58:18Z,Snge sama Fanart nya masih mending nah ini sama char nya langsung  brick by brick head ahh,snge sama fanart nya masih mending nah ini sama char nya langsung  brick by brick head ahh,snge sama fanart ya masih mending nah ini sama char ya langsung brick by brick head ah,"['snge', 'sama', 'fanart', 'ya', 'masih', 'mending', 'nah', 'ini', 'sama', 'char', 'ya', 'langsung', 'brick', 'by', 'brick', 'head', 'ah']","['snge', 'fanart', 'ya', 'mending', 'char', 'ya', 'langsung', 'brick', 'by', 'brick', 'head', 'ah']",snge fanart ya mending char ya langsung brick by brick head ah,Positif
@alifxd5833,🗣️GET OUT!!!!!!,0,2025-07-02T14:58:01Z,GET OUT,get out,get out,"['get', 'out']","['get', 'out']",get out,Netral
@JazliJamaloding,Santai  😮,0,2025-07-02T14:47:56Z,Santai  ,santai  ,santai,['santai'],['santai'],santai,Positif
@kengaming-ip9gb,Fertis baru di dunia,0,2025-07-02T14:46:58Z,Fertis baru di dunia,fertis baru di dunia,fertis baru di dunia,"['fertis', 'baru', 'di', 'dunia']","['fertis', 'dunia']",fertis dunia,Netral
@dappXinzz,oji wahyudi sudah rusak bung😂,0,2025-07-02T14:46:26Z,oji wahyudi sudah rusak bung,oji wahyudi sudah rusak bung,oji wahyudi sudah rusak bung,"['oji', 'wahyudi', 'sudah', 'rusak', 'bung']","['oji', 'wahyudi', 'rusak']",oji wahyudi rusak,Netral
@Fathan_mc1,Oji Wahyudi itu jir😂,0,2025-07-02T14:41:03Z,Oji Wahyudi itu jir,oji wahyudi itu jir,oji wahyudi itu jir,"['oji', 'wahyudi', 'itu', 'jir']","['oji', 'wahyudi', 'jir']",oji wahyudi jir,Negatif
@kyrosses_0,"Gw malah main gara""monyet mini joget""😂",0,2025-07-02T14:36:25Z,Gw malah main garamonyet mini joget,gw malah main garamonyet mini joget,gue malah main garamonyet mini joget,"['gue', 'malah', 'main', 'garamonyet', 'mini', 'joget']","['gue', 'main', 'garamonyet', 'mini', 'joget']",gue main garamonyet mini joget,Netral
@ajih-s5c,Duh panas panas sange euy 😹,0,2025-07-02T14:20:36Z,Duh panas panas sange euy ,duh panas panas sange euy ,duh panas panas sange euy,"['duh', 'panas', 'panas', 'sange', 'euy']","['duh', 'panas', 'panas', 'sange', 'euy']",duh panas panas sange euy,Negatif
@VhiJupitarenida,"Kok roblox bisa lepasin aksesoris yang kaya gitu ya?
Ngomong ""hi"" aja bisa di ban ini aksesoris kaya gini masih lepas 

Like how??!",0,2025-07-02T14:10:23Z,"Kok roblox bisa lepasin aksesoris yang kaya gitu ya
Ngomong hi aja bisa di ban ini aksesoris kaya gini masih lepas 

Like how","kok roblox bisa lepasin aksesoris yang kaya gitu ya
ngomong hi aja bisa di ban ini aksesoris kaya gini masih lepas 

like how",kok roblox bisa melepas aksesoris yang kayak begitu ya mengomong hi saja bisa di ban ini aksesoris kayak begini masih lepas like how,"['kok', 'roblox', 'bisa', 'melepas', 'aksesoris', 'yang', 'kayak', 'begitu', 'ya', 'mengomong', 'hi', 'saja', 'bisa', 'di', 'ban', 'ini', 'aksesoris', 'kayak', 'begini', 'masih', 'lepas', 'like', 'how']","['roblox', 'melepas', 'aksesoris', 'kayak', 'ya', 'mengomong', 'hi', 'ban', 'aksesoris', 'kayak', 'lepas', 'like', 'how']",roblox lepas aksesoris kayak ya omong hi ban aksesoris kayak lepas like how,Negatif
@dreamgabut9511,"di pikiran gw : ""masih kawaian M4-chan gw""

edit: M4 adalah senjata",0,2025-07-02T14:01:21Z,"di pikiran gw  masih kawaian Mchan gw

edit M adalah senjata","di pikiran gw  masih kawaian mchan gw

edit m adalah senjata",di pikiran gue masih kawaian mchan gue edit sama adalah senjata,"['di', 'pikiran', 'gue', 'masih', 'kawaian', 'mchan', 'gue', 'edit', 'sama', 'adalah', 'senjata']","['pikiran', 'gue', 'kawaian', 'mchan', 'gue', 'edit', 'senjata']",pikir gue kawaian mchan gue edit senjata,Netral
@rifaldiprapigi,birahi sama kotak,0,2025-07-02T13:55:20Z,birahi sama kotak,birahi sama kotak,birahi sama kotak,"['birahi', 'sama', 'kotak']","['birahi', 'kotak']",birah kotak,Negatif
@Pvz_Gaming9,wahyu oji:mana tahan,0,2025-07-02T13:39:39Z,wahyu ojimana tahan,wahyu ojimana tahan,wahyu ojimana tahan,"['wahyu', 'ojimana', 'tahan']","['wahyu', 'ojimana', 'tahan']",wahyu ojimana tahan,Positif
@Hollycow_33I,Birahi sama char roblox? Selamat anda telah menjadi FETISH🎉,0,2025-07-02T13:38:51Z,Birahi sama char roblox Selamat anda telah menjadi FETISH,birahi sama char roblox selamat anda telah menjadi fetish,birahi sama char roblox selamat anda telah menjadi fetish,"['birahi', 'sama', 'char', 'roblox', 'selamat', 'anda', 'telah', 'menjadi', 'fetish']","['birahi', 'char', 'roblox', 'selamat', 'fetish']",birah char roblox selamat fetish,Netral
@alvinoilham.alqudus,Gooners woila😹,0,2025-07-02T13:26:05Z,Gooners woila,gooners woila,gooners woila,"['gooners', 'woila']","['gooners', 'woila']",gooners woila,Netral
@ROBOT_V1.1,Mendingan liat bacon dari pada liat Avatar begitu,0,2025-07-02T13:07:11Z,Mendingan liat bacon dari pada liat Avatar begitu,mendingan liat bacon dari pada liat avatar begitu,mendingan lihat bacon dari pada lihat avatar begitu,"['mendingan', 'lihat', 'bacon', 'dari', 'pada', 'lihat', 'avatar', 'begitu']","['mendingan', 'lihat', 'bacon', 'lihat', 'avatar']",mending lihat bacon lihat avatar,Positif
@Mc_Craft11,Di FB FL gua pada sange njir,0,2025-07-02T12:51:09Z,Di FB FL gua pada sange njir,di fb fl gua pada sange njir,di fb fl gua pada sange anjir,"['di', 'fb', 'fl', 'gua', 'pada', 'sange', 'anjir']","['fb', 'fl', 'gua', 'sange', 'anjir']",fb fl gua sange anjir,Negatif
@exGor123,oji oji😂,0,2025-07-02T12:48:41Z,oji oji,oji oji,oji oji,"['oji', 'oji']","['oji', 'oji']",oji oji,Netral
@ipangRobloxindonesia,Avatar sekarang aneh-aneh,0,2025-07-02T12:45:20Z,Avatar sekarang anehaneh,avatar sekarang anehaneh,avatar sekarang anehaneh,"['avatar', 'sekarang', 'anehaneh']","['avatar', 'anehaneh']",avatar anehaneh,Netral
@ipangRobloxindonesia,Kenapa pada suka ginian dah,0,2025-07-02T12:44:47Z,Kenapa pada suka ginian dah,kenapa pada suka ginian dah,kenapa pada suka beginian sudah,"['kenapa', 'pada', 'suka', 'beginian', 'sudah']",['suka'],suka,Netral
@ipangRobloxindonesia,Bro💀,0,2025-07-02T12:44:26Z,Bro,bro,bro,['bro'],['bro'],bro,Netral
@baguswijayanto6494,Si bro birahi dengan kotak ?,0,2025-07-02T12:41:19Z,Si bro birahi dengan kotak ,si bro birahi dengan kotak ,sih bro birahi dengan kotak,"['sih', 'bro', 'birahi', 'dengan', 'kotak']","['sih', 'bro', 'birahi', 'kotak']",sih bro birah kotak,Negatif
@sinonon2,orang gila🗿,0,2025-07-02T12:36:30Z,orang gila,orang gila,orang gila,"['orang', 'gila']","['orang', 'gila']",orang gila,Netral
@batubetraABC,Nooo adik kita dalam bahaya,0,2025-07-02T12:27:46Z,Nooo adik kita dalam bahaya,nooo adik kita dalam bahaya,nooo adik kita dalam bahaya,"['nooo', 'adik', 'kita', 'dalam', 'bahaya']","['nooo', 'adik', 'bahaya']",nooo adik bahaya,Negatif
@nefalz,Kacau,0,2025-07-02T12:15:53Z,Kacau,kacau,kacau,['kacau'],['kacau'],kacau,Netral
@Fahri081,Gak jelas jir 😐,0,2025-07-02T12:15:47Z,Gak jelas jir ,gak jelas jir ,tidak jelas jir,"['tidak', 'jelas', 'jir']",['jir'],jir,Negatif
@ketan_gg,Freaky jir yg mau birahi Ama karakter Roblox💀,0,2025-07-02T12:13:45Z,Freaky jir yg mau birahi Ama karakter Roblox,freaky jir yg mau birahi ama karakter roblox,freaky jir yang mau birahi sama karakter roblox,"['freaky', 'jir', 'yang', 'mau', 'birahi', 'sama', 'karakter', 'roblox']","['freaky', 'jir', 'birahi', 'karakter', 'roblox']",freaky jir birah karakter roblox,Negatif
@Senomaa,Astaghfirullah gambarnya,0,2025-07-02T12:10:28Z,Astaghfirullah gambarnya,astaghfirullah gambarnya,astaghfirullah gambarnya,"['astaghfirullah', 'gambarnya']","['astaghfirullah', 'gambarnya']",astaghfirullah gambar,Negatif
@Neroliquid,istri gw,0,2025-07-02T12:06:24Z,istri gw,istri gw,istri gue,"['istri', 'gue']","['istri', 'gue']",istri gue,Netral
@yanzz_9601,Birahi sama avatar Roblox sama aja kaya birahi sama anime,1,2025-07-02T11:26:56Z,Birahi sama avatar Roblox sama aja kaya birahi sama anime,birahi sama avatar roblox sama aja kaya birahi sama anime,birahi sama avatar roblox sama saja kayak birahi sama anime,"['birahi', 'sama', 'avatar', 'roblox', 'sama', 'saja', 'kayak', 'birahi', 'sama', 'anime']","['birahi', 'avatar', 'roblox', 'kayak', 'birahi', 'anime']",birah avatar roblox kayak birah anime,Negatif
@Ozaioooooooo,Kenapa nama gw cok oji wahyu noooo,0,2025-07-02T11:23:04Z,Kenapa nama gw cok oji wahyu noooo,kenapa nama gw cok oji wahyu noooo,kenapa nama gue cok oji wahyu noooo,"['kenapa', 'nama', 'gue', 'cok', 'oji', 'wahyu', 'noooo']","['nama', 'gue', 'cok', 'oji', 'wahyu', 'noooo']",nama gue cok oji wahyu noooo,Positif
@IzudinAmzYT,gua tiap buka ig ketemu ini mulu anjir 😂🙏🏼,0,2025-07-02T11:18:21Z,gua tiap buka ig ketemu ini mulu anjir ,gua tiap buka ig ketemu ini mulu anjir ,gua tiap buka ig ketemu ini mulu anjir,"['gua', 'tiap', 'buka', 'ig', 'ketemu', 'ini', 'mulu', 'anjir']","['gua', 'buka', 'ig', 'ketemu', 'mulu', 'anjir']",gua buka ig ketemu mulu anjir,Netral
@farelanggara211,Jir,0,2025-07-02T11:14:44Z,Jir,jir,jir,['jir'],['jir'],jir,Negatif
@ExcCh,"Ya gak lah gila kali lu suka sama karakter game, itu mah gilanya udah kelewat jir, jangan sampe gw habis ini denger kabar ada guling gambar karakter ini gw tonjok jir hp gw cog",0,2025-07-02T11:06:56Z,Ya gak lah gila kali lu suka sama karakter game itu mah gilanya udah kelewat jir jangan sampe gw habis ini denger kabar ada guling gambar karakter ini gw tonjok jir hp gw cog,ya gak lah gila kali lu suka sama karakter game itu mah gilanya udah kelewat jir jangan sampe gw habis ini denger kabar ada guling gambar karakter ini gw tonjok jir hp gw cog,ya tidak lah gila kali kamu suka sama karakter game itu mah gilanya sudah kelewat jir jangan sampai gue habis ini dengar kabar ada guling gambar karakter ini gue tonjok jir hp gue cog,"['ya', 'tidak', 'lah', 'gila', 'kali', 'kamu', 'suka', 'sama', 'karakter', 'game', 'itu', 'mah', 'gilanya', 'sudah', 'kelewat', 'jir', 'jangan', 'sampai', 'gue', 'habis', 'ini', 'dengar', 'kabar', 'ada', 'guling', 'gambar', 'karakter', 'ini', 'gue', 'tonjok', 'jir', 'hp', 'gue', 'cog']","['ya', 'gila', 'kali', 'suka', 'karakter', 'game', 'mah', 'gilanya', 'kelewat', 'jir', 'gue', 'habis', 'dengar', 'kabar', 'guling', 'gambar', 'karakter', 'gue', 'tonjok', 'jir', 'hp', 'gue', 'cog']",ya gila kali suka karakter game mah gila lewat jir gue habis dengar kabar guling gambar karakter gue tonjok jir hp gue cog,Negatif
@wipzdee1,Aduhai ada  banyak cwek tapi milih character roblox,0,2025-07-02T10:49:47Z,Aduhai ada  banyak cwek tapi milih character roblox,aduhai ada  banyak cwek tapi milih character roblox,aduhai ada banyak cewek tapi memilih character roblox,"['aduhai', 'ada', 'banyak', 'cewek', 'tapi', 'memilih', 'character', 'roblox']","['aduhai', 'cewek', 'memilih', 'character', 'roblox']",aduhai cewek pilih character roblox,Netral
@swagduck5473,Bikin game roblox nambah kaya,0,2025-07-02T10:42:21Z,Bikin game roblox nambah kaya,bikin game roblox nambah kaya,bikin game roblox menambah kayak,"['bikin', 'game', 'roblox', 'menambah', 'kayak']","['bikin', 'game', 'roblox', 'menambah', 'kayak']",bikin game roblox tambah kayak,Positif
@19Eren-YEAGER,Bahas AOT lagi,0,2025-07-02T10:32:19Z,Bahas AOT lagi,bahas aot lagi,bahas aot lagi,"['bahas', 'aot', 'lagi']","['bahas', 'aot']",bahas aot,Positif
@HerexFarel-p1k,Apalah ava seksi aja suka mending maen dead rails,0,2025-07-02T10:24:05Z,Apalah ava seksi aja suka mending maen dead rails,apalah ava seksi aja suka mending maen dead rails,apalah ava seksi saja suka mending main dead rails,"['apalah', 'ava', 'seksi', 'saja', 'suka', 'mending', 'main', 'dead', 'rails']","['apalah', 'ava', 'seksi', 'suka', 'mending', 'main', 'dead', 'rails']",apa ava seksi suka mending main dead rails,Negatif
@KamuNanyea-s1s,"Biar saya jelaskan untuk yang muslim hukum nya apa😂🗿 
 
Hukumnya sih makruh aja kalo cuma suka kalo udah sampe c0l# itumah udah gila anjir bukan haram itumah gila cok🗿",0,2025-07-02T10:21:19Z,"Biar saya jelaskan untuk yang muslim hukum nya apa 
 
Hukumnya sih makruh aja kalo cuma suka kalo udah sampe cl itumah udah gila anjir bukan haram itumah gila cok","biar saya jelaskan untuk yang muslim hukum nya apa 
 
hukumnya sih makruh aja kalo cuma suka kalo udah sampe cl itumah udah gila anjir bukan haram itumah gila cok",biar saya jelaskan untuk yang muslim hukum ya apa hukumnya sih makruh saja kalau cuma suka kalau sudah sampai cl itumah sudah gila anjir bukan haram itumah gila cok,"['biar', 'saya', 'jelaskan', 'untuk', 'yang', 'muslim', 'hukum', 'ya', 'apa', 'hukumnya', 'sih', 'makruh', 'saja', 'kalau', 'cuma', 'suka', 'kalau', 'sudah', 'sampai', 'cl', 'itumah', 'sudah', 'gila', 'anjir', 'bukan', 'haram', 'itumah', 'gila', 'cok']","['biar', 'muslim', 'hukum', 'ya', 'hukumnya', 'sih', 'makruh', 'suka', 'cl', 'itumah', 'gila', 'anjir', 'haram', 'itumah', 'gila', 'cok']",biar muslim hukum ya hukum sih makruh suka cl itumah gila anjir haram itumah gila cok,Positif
@rakaD.k,"ketika wanita main roblox char nya cantik, sedang kan gw malah jadi kapibara",0,2025-07-02T10:21:18Z,ketika wanita main roblox char nya cantik sedang kan gw malah jadi kapibara,ketika wanita main roblox char nya cantik sedang kan gw malah jadi kapibara,ketika wanita main roblox char ya cantik sedang kan gue malah jadi kapibara,"['ketika', 'wanita', 'main', 'roblox', 'char', 'ya', 'cantik', 'sedang', 'kan', 'gue', 'malah', 'jadi', 'kapibara']","['wanita', 'main', 'roblox', 'char', 'ya', 'cantik', 'gue', 'kapibara']",wanita main roblox char ya cantik gue kapibara,Positif
@hekal0743,stres,0,2025-07-02T10:20:35Z,stres,stres,stres,['stres'],['stres'],stres,Negatif
@iwak-i1s,Bro it's just a pixel 💀,0,2025-07-02T10:14:39Z,Bro its just a pixel ,bro its just a pixel ,bro its just a pixel,"['bro', 'its', 'just', 'a', 'pixel']","['bro', 'its', 'just', 'a', 'pixel']",bro its just a pixel,Netral
@mikaelbocil848,BACON HAIR TETAP DI HATI,0,2025-07-02T10:14:05Z,BACON HAIR TETAP DI HATI,bacon hair tetap di hati,bacon hair tetap di hati,"['bacon', 'hair', 'tetap', 'di', 'hati']","['bacon', 'hair', 'hati']",bacon hair hati,Netral
@MaherAl-k7e,Biasanya etak on Titan sekarang Roblox,0,2025-07-02T10:12:35Z,Biasanya etak on Titan sekarang Roblox,biasanya etak on titan sekarang roblox,biasanya etak on titan sekarang roblox,"['biasanya', 'etak', 'on', 'titan', 'sekarang', 'roblox']","['etak', 'on', 'titan', 'roblox']",etak on titan roblox,Netral
@ImanSyahrizal-x9p,Sebenarnya sih di bawa santai aja tapi stress🤣🤣,0,2025-07-02T10:05:26Z,Sebenarnya sih di bawa santai aja tapi stress,sebenarnya sih di bawa santai aja tapi stress,sebenarnya sih di bawa santai saja tapi stres,"['sebenarnya', 'sih', 'di', 'bawa', 'santai', 'saja', 'tapi', 'stres']","['sih', 'bawa', 'santai', 'stres']",sih bawa santai stres,Netral
@KrisnaNathaAldiswara-nw6hr,Tidak normal soalnya namanya ada wahyu nya😂😂😂😂di chat langsung ngeh,0,2025-07-02T10:05:05Z,Tidak normal soalnya namanya ada wahyu nyadi chat langsung ngeh,tidak normal soalnya namanya ada wahyu nyadi chat langsung ngeh,tidak normal soalnya namanya ada wahyu nyadi chat langsung engah,"['tidak', 'normal', 'soalnya', 'namanya', 'ada', 'wahyu', 'nyadi', 'chat', 'langsung', 'engah']","['normal', 'namanya', 'wahyu', 'nyadi', 'chat', 'langsung', 'engah']",normal nama wahyu nyadi chat langsung engah,Positif
@humamsantuy,"di ig ada tuh memenya. isi kolom komentarnya penuh dengan 
""kapan dia sadar dok?""(stiker spongebob yang mukanya keheranan)
lagian aneh aneh ya, orang yang suka sama karakter anime aja kadang di bilang ""ga wajar, suka sama karakter kartun, 2d"" ini lebih parah pak😂😂",1,2025-07-02T09:51:10Z,"di ig ada tuh memenya isi kolom komentarnya penuh dengan 
kapan dia sadar dokstiker spongebob yang mukanya keheranan
lagian aneh aneh ya orang yang suka sama karakter anime aja kadang di bilang ga wajar suka sama karakter kartun d ini lebih parah pak","di ig ada tuh memenya isi kolom komentarnya penuh dengan 
kapan dia sadar dokstiker spongebob yang mukanya keheranan
lagian aneh aneh ya orang yang suka sama karakter anime aja kadang di bilang ga wajar suka sama karakter kartun d ini lebih parah pak",di ig ada tuh memenya isi kolom komentarnya penuh dengan kapan dia sadar dokstiker spongebob yang mukanya keheranan lagian aneh aneh ya orang yang suka sama karakter anime saja kadang di bilang tidak wajar suka sama karakter kartun di ini lebih parah pak,"['di', 'ig', 'ada', 'tuh', 'memenya', 'isi', 'kolom', 'komentarnya', 'penuh', 'dengan', 'kapan', 'dia', 'sadar', 'dokstiker', 'spongebob', 'yang', 'mukanya', 'keheranan', 'lagian', 'aneh', 'aneh', 'ya', 'orang', 'yang', 'suka', 'sama', 'karakter', 'anime', 'saja', 'kadang', 'di', 'bilang', 'tidak', 'wajar', 'suka', 'sama', 'karakter', 'kartun', 'di', 'ini', 'lebih', 'parah', 'pak']","['ig', 'tuh', 'memenya', 'isi', 'kolom', 'komentarnya', 'penuh', 'sadar', 'dokstiker', 'spongebob', 'mukanya', 'keheranan', 'aneh', 'aneh', 'ya', 'orang', 'suka', 'karakter', 'anime', 'kadang', 'bilang', 'wajar', 'suka', 'karakter', 'kartun', 'parah']",ig tuh memenya isi kolom komentar penuh sadar dokstiker spongebob muka heran aneh aneh ya orang suka karakter anime kadang bilang wajar suka karakter kartun parah,Positif
@Nagi_969,B aja anime buat apa jir,0,2025-07-02T09:47:59Z,B aja anime buat apa jir,b aja anime buat apa jir,b saja anime buat apa jir,"['b', 'saja', 'anime', 'buat', 'apa', 'jir']","['b', 'anime', 'jir']",b anime jir,Negatif
@OkkyJellydrinkk,Hell nawww sagne dengan kotak kotak dawg 💀💀💀💀,0,2025-07-02T09:39:48Z,Hell na dengan kotak kotak dawg ,hell na dengan kotak kotak dawg ,hell nya dengan kotak kotak dawg,"['hell', 'nya', 'dengan', 'kotak', 'kotak', 'dawg']","['hell', 'nya', 'kotak', 'kotak', 'dawg']",hell nya kotak kotak dawg,Negatif
@Bone621,WHAATT THEEE HELL,0,2025-07-02T09:39:37Z,WHAATT THEEE HELL,whaatt theee hell,whaatt theee hell,"['whaatt', 'theee', 'hell']","['whaatt', 'theee', 'hell']",whaatt theee hell,Netral
@zhinzero-777,Bukan gara2 itu min tapi gara gra jandel,0,2025-07-02T09:38:33Z,Bukan gara itu min tapi gara gra jandel,bukan gara itu min tapi gara gra jandel,bukan gara itu min tapi gara gra jandel,"['bukan', 'gara', 'itu', 'min', 'tapi', 'gara', 'gra', 'jandel']","['gara', 'min', 'gara', 'gra', 'jandel']",gara min gara gra jandel,Negatif
@kukumacan2199,Oi 😂 mengapa demikian rek,0,2025-07-02T09:34:11Z,Oi  mengapa demikian rek,oi  mengapa demikian rek,oi mengapa demikian rek,"['oi', 'mengapa', 'demikian', 'rek']","['oi', 'rek']",oi rek,Netral
@IRZEN,Kebanyakan sekarang player roblox terutama di Indonesia itu boti klo klian kgk percaya dan botinya itu fix para bocil yg caper,0,2025-07-02T09:20:07Z,Kebanyakan sekarang player roblox terutama di Indonesia itu boti klo klian kgk percaya dan botinya itu fix para bocil yg caper,kebanyakan sekarang player roblox terutama di indonesia itu boti klo klian kgk percaya dan botinya itu fix para bocil yg caper,kebanyakan sekarang player roblox terutama di indonesia itu boti kalau kalian kgk percaya dan botinya itu fix para bocil yang caper,"['kebanyakan', 'sekarang', 'player', 'roblox', 'terutama', 'di', 'indonesia', 'itu', 'boti', 'kalau', 'kalian', 'kgk', 'percaya', 'dan', 'botinya', 'itu', 'fix', 'para', 'bocil', 'yang', 'caper']","['kebanyakan', 'player', 'roblox', 'indonesia', 'boti', 'kgk', 'percaya', 'botinya', 'fix', 'bocil', 'caper']",banyak player roblox indonesia bot kgk percaya bot fix bocil caper,Negatif
